,"tunnel support
 pattern","face
No.","upper 
/
bottom","area
[m2]","progression
[m]","excavation 
volume
[m3]",date,"wg3,piece","wg3,kg","wg25,piece","wg25,kg","wg,kg","anfo,kg","f06,piece","fconnect,piece","eldet,piece",pyro1,pyro2,pyro3,pyro4,pyro5,pyro6,pyro7,pyro8,pyro9,pyro10,pyro12,pyro14,pyro16,pyro17,pyro18,pyro19,pyro20,pyro21,total,kg/m3,faceN
0,C_,124,upper,30.681,1.2,36.8,2020.9.18,63.0,6.3,0,0.0,0.0,40.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,6.0,13.0,11.0,21.0,6.0,2.0,0,0,0,0,0,0,0,0,63.0,1.26,124
1,C_,125,upper,30.681,1.2,36.8,2020.9.18,83.0,8.3,0,0.0,0.0,59.0,7.0,7.0,1.0,2.0,5.0,8.0,7.0,6.0,11.0,12.0,24.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,1.83,125
2,D_-L,99-100,bottom,33.262,2.0,66.5,2020.9.23,22.0,2.2,0,0.0,11.7,20.0,3.0,4.0,1.0,0.0,0.0,0.0,7.0,10.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,22.0,0.51,100
3,D_-L,101-102,bottom,33.262,2.0,66.5,2020.9.23,23.0,2.3,0,0.0,10.0,31.0,4.0,5.0,2.0,0.0,0.0,0.0,7.0,4.0,5.0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,23.0,0.65,102
4,D_-L,103-104,bottom,33.262,1.0,33.3,2020.9.23,27.0,2.7,0,0.0,9.5,39.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,5.0,8.0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,27.0,1.54,104
5,D_-L,103-104,bottom,33.262,1.0,33.3,2020.9.23,5.0,0.5,0,0.0,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,5.0,0.02,104
6,D_-L,105-106,bottom,33.262,2.0,66.5,2020.9.23,32.0,3.2,0,0.0,12.2,11.0,6.0,6.0,1.0,0.0,0.0,0.0,8.0,9.0,7.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,32.0,0.4,106
7,D_-L,107-108,bottom,33.262,2.0,66.5,2020.9.23,25.0,2.5,0,0.0,8.6,11.0,3.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,8.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,25.0,0.33,108
8,D_-L,109-110,bottom,33.262,2.0,66.5,2020.9.23,27.0,2.7,0,0.0,10.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,6.0,7.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,27.0,0.49,110
9,D_-L,111-112,bottom,33.262,2.0,66.5,2020.9.24,27.0,2.7,0,0.0,9.7,37.0,4.0,3.0,1.0,0.0,0.0,0.0,7.0,5.0,7.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,27.0,0.74,112
10,D_-L,113-114,bottom,33.262,2.0,66.5,2020.9.24,28.0,2.8,0,0.0,17.6,7.5,6.0,9.0,1.0,0.0,0.0,0.0,7.0,5.0,8.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,28.0,0.42,114
11,D_-L,115-116,bottom,33.262,2.0,66.5,2020.9.24,31.0,3.1,0,0.0,7.7,49.5,3.0,3.0,1.0,0.0,0.0,0.0,5.0,10.0,8.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,31.0,0.91,116
12,D_-L,115-116,bottom,33.262,2.0,66.5,2020.9.24,2.0,0.2,0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,0.05,116
13,D_-L,117-119,bottom,33.262,3.0,99.8,2020.9.24,23.0,2.3,0,0.0,0.0,43.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,2.0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,23.0,0.45,119
14,C_,120-121,bottom,30.681,1.8,55.2,2020.9.25,16.0,1.6,0,0.0,0.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,16.0,0.48,121
15,C_,122-124,bottom,30.681,3.6,110.5,2020.9.25,10.0,1.0,0,0.0,0.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10.0,0.17,124
16,C_,126,upper,82.491,1.2,99.0,2020.9.25,80.0,8.0,0,0.0,0.0,68.0,5.0,5.0,1.0,6.0,4.0,4.0,5.0,6.0,12.0,10.0,25.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0.77,126
17,C_,127,upper & bottom,82.491,1.2,99.0,2020.9.25,93.0,9.3,0,0.0,0.0,74.0,8.0,8.0,1.0,8.0,8.0,6.0,6.0,6.0,13.0,7.0,24.0,11.0,4.0,0,0,0,0,0,0,0,0,93.0,0.84,127
18,C_,128,upper & bottom,82.491,1.2,99.0,2020.9.28,93.0,9.3,0,0.0,0.0,67.0,8.0,8.0,1.0,8.0,8.0,6.0,6.0,6.0,15.0,11.0,25.0,6.0,2.0,0,0,0,0,0,0,0,0,93.0,0.77,128
19,C_,129,upper,82.491,1.2,99.0,2020.9.28,71.0,7.1,0,0.0,0.0,51.0,6.0,6.0,1.0,2.0,3.0,3.0,4.0,5.0,11.0,10.0,25.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0.59,129
20,C_,130,upper,82.491,1.2,99.0,2020.9.28,55.0,5.5,0,0.0,0.0,35.0,5.0,5.0,1.0,4.0,2.0,2.0,0.0,1.0,9.0,7.0,22.0,6.0,2.0,0,0,0,0,0,0,0,0,55.0,0.41,130
21,C_,131,upper & bottom,82.491,1.2,99.0,2020.9.29,94.0,9.4,0,0.0,0.0,74.5,8.0,8.0,1.0,7.0,6.0,6.0,6.0,4.0,10.0,13.0,27.0,12.0,3.0,0,0,0,0,0,0,0,0,94.0,0.85,131
22,C_,132,upper,82.491,1.2,99.0,2020.9.29,64.0,6.4,0,0.0,0.0,32.5,5.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,10.0,8.0,21.0,6.0,2.0,0,0,0,0,0,0,0,0,64.0,0.39,132
23,C_,133,upper & bottom,82.491,1.2,99.0,2020.9.29,75.0,7.5,0,0.0,0.0,70.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,5.0,14.0,12.0,25.0,11.0,4.0,0,0,0,0,0,0,0,0,75.0,0.78,133
24,C_,134,upper,82.491,1.2,99.0,2020.9.29,84.0,8.4,0,0.0,0.0,54.0,6.0,6.0,1.0,6.0,6.0,6.0,5.0,6.0,12.0,10.0,25.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.63,134
25,C_,135,upper & bottom,82.491,1.2,99.0,2020.9.30,92.0,9.2,0,0.0,0.0,73.0,8.0,8.0,1.0,7.0,7.0,5.0,5.0,6.0,12.0,9.0,25.0,12.0,4.0,0,0,0,0,0,0,0,0,92.0,0.83,135
26,C_,136,upper & bottom,82.491,1.2,99.0,2020.9.30,109.0,10.9,0,0.0,0.0,86.0,8.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,18.0,16.0,29.0,12.0,4.0,0,0,0,0,0,0,0,0,109.0,0.98,136
27,C_,137,upper,82.491,1.2,99.0,2020.9.30,82.0,8.2,0,0.0,0.0,62.0,6.0,6.0,1.0,2.0,6.0,6.0,5.0,7.0,12.0,11.0,25.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.71,137
28,C_,138,upper,82.491,1.2,99.0,2020.10.1,79.0,7.9,0,0.0,0.0,50.0,7.0,7.0,2.0,6.0,6.0,5.0,5.0,5.0,12.0,8.0,24.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.58,138
29,C_,139,upper,82.491,1.2,99.0,2020.10.1,82.0,8.2,0,0.0,0.0,58.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,5.0,15.0,8.0,22.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.67,139
30,C_,140,upper & bottom,82.491,1.2,99.0,2020.10.13,100.0,10.0,0,0.0,0.0,72.0,9.0,9.0,1.0,6.0,6.0,6.0,5.0,6.0,15.0,10.0,30.0,12.0,4.0,0,0,0,0,0,0,0,0,100.0,0.83,140
31,C_,141,upper & bottom,82.491,1.2,99.0,2020.10.14,51.0,5.1,0,0.0,0.0,32.0,6.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,7.0,7.0,15.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.37,141
32,C_,142,upper & bottom,82.491,1.2,99.0,2020.10.14,55.0,5.5,0,0.0,0.0,52.0,6.0,7.0,1.0,0.0,1.0,0.0,3.0,1.0,11.0,6.0,18.0,11.0,4.0,0,0,0,0,0,0,0,0,55.0,0.58,142
33,C_,143,upper & bottom,82.491,1.2,99.0,2020.10.14,89.0,8.9,0,0.0,0.0,53.0,8.0,9.0,1.0,5.0,6.0,5.0,4.0,7.0,12.0,10.0,24.0,12.0,4.0,0,0,0,0,0,0,0,0,89.0,0.63,143
34,C_,144,upper,82.491,1.2,99.0,2020.10.15,57.0,5.7,0,0.0,0.0,32.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,15.0,6.0,2.0,0,0,0,0,0,0,0,0,57.0,0.38,144
35,C_,145,upper,82.491,1.2,99.0,2020.10.15,58.0,5.8,0,0.0,0.0,39.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,5.0,6.0,9.0,19.0,6.0,2.0,0,0,0,0,0,0,0,0,58.0,0.45,145
36,C_,146,upper & bottom,82.491,1.2,99.0,2020.10.15,67.0,6.7,0,0.0,0.0,64.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,14.0,9.0,22.0,12.0,4.0,0,0,0,0,0,0,0,0,67.0,0.71,146
37,C_,147,upper,82.491,1.2,99.0,2020.10.15,52.0,5.2,0,0.0,0.0,45.0,5.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,9.0,10.0,16.0,6.0,2.0,0,0,0,0,0,0,0,0,52.0,0.51,147
38,C_,148,upper & bottom,82.491,1.2,99.0,2020.10.16,75.0,7.5,0,0.0,0.0,62.0,7.0,7.0,1.0,5.0,3.0,0.0,4.0,4.0,11.0,10.0,22.0,12.0,4.0,0,0,0,0,0,0,0,0,75.0,0.7,148
39,C_,149,upper,82.491,1.2,99.0,2020.10.19,61.0,6.1,0,0.0,0.0,68.0,5.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,7.0,9.0,19.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.75,149
40,C_,150,upper & bottom,82.491,1.2,99.0,2020.10.19,92.0,9.2,0,0.0,0.0,45.0,6.0,6.0,1.0,3.0,5.0,4.0,3.0,3.0,13.0,17.0,28.0,12.0,4.0,0,0,0,0,0,0,0,0,92.0,0.55,150
41,C_,151,upper,82.491,1.2,99.0,2020.10.19,51.0,5.1,0,0.0,0.0,51.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,8.0,20.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.57,151
42,C_,152,upper & bottom,82.491,1.2,99.0,2020.10.19,62.0,6.2,0,0.0,0.0,63.0,6.0,7.0,1.0,0.0,0.0,0.0,6.0,4.0,8.0,10.0,18.0,12.0,4.0,0,0,0,0,0,0,0,0,62.0,0.7,152
43,C_,153,upper,82.491,1.2,99.0,2020.10.20,60.0,6.0,0,0.0,0.0,46.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,4.0,9.0,9.0,20.0,6.0,2.0,0,0,0,0,0,0,0,0,60.0,0.53,153
44,C_,154,upper & bottom,82.491,1.2,99.0,2020.10.20,78.0,7.8,0,0.0,0.0,89.0,7.0,7.0,1.0,0.0,0.0,0.0,4.0,6.0,13.0,15.0,24.0,12.0,4.0,0,0,0,0,0,0,0,0,78.0,0.98,154
45,C_,155,upper & bottom,82.491,1.2,99.0,2020.10.21,75.0,7.5,0,0.0,0.0,46.0,7.0,7.0,1.0,3.0,3.0,3.0,3.0,2.0,9.0,12.0,24.0,12.0,4.0,0,0,0,0,0,0,0,0,75.0,0.54,155
46,C_,156,upper,82.491,1.2,99.0,2020.10.21,80.0,8.0,0,0.0,0.0,52.0,5.0,5.0,1.0,6.0,5.0,4.0,2.0,3.0,10.0,13.0,21.0,12.0,4.0,0,0,0,0,0,0,0,0,80.0,0.61,156
47,C_,157,upper,82.491,1.2,99.0,2020.10.21,52.0,5.2,0,0.0,0.0,65.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,11.0,8.0,19.0,6.0,2.0,0,0,0,0,0,0,0,0,52.0,0.71,157
48,C_,158,upper & bottom,82.491,1.2,99.0,2020.10.21,85.0,8.5,0,0.0,0.0,76.0,7.0,7.0,1.0,5.0,9.0,9.0,8.0,8.0,9.0,9.0,20.0,6.0,2.0,0,0,0,0,0,0,0,0,85.0,0.85,158
49,C_,159,upper & bottom,82.491,1.2,99.0,2020.10.22,103.0,10.3,0,0.0,0.0,79.0,8.0,8.0,1.0,11.0,14.0,11.0,12.0,8.0,9.0,10.0,20.0,6.0,2.0,0,0,0,0,0,0,0,0,103.0,0.9,159
50,C_,160,upper & bottom,82.491,1.2,99.0,2020.10.22,61.0,6.1,0,0.0,0.0,43.0,6.0,6.0,1.0,2.0,4.0,3.0,3.0,6.0,8.0,9.0,18.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.5,160
51,C_,161,upper,82.491,1.2,99.0,2020.10.22,58.0,5.8,0,0.0,0.0,69.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,10.0,9.0,18.0,6.0,2.0,0,0,0,0,0,0,0,0,58.0,0.76,161
52,C_,162,upper & bottom,82.491,1.2,99.0,2020.10.23,96.0,9.6,0,0.0,0.0,69.0,7.0,7.0,1.0,10.0,14.0,13.0,12.0,6.0,6.0,9.0,18.0,6.0,2.0,0,0,0,0,0,0,0,0,96.0,0.79,162
53,C_,163,upper,82.491,1.2,99.0,2020.10.23,65.0,6.5,0,0.0,0.0,40.0,5.0,5.0,1.0,3.0,3.0,5.0,4.0,3.0,9.0,10.0,20.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.47,163
54,C_,164,upper & bottom,82.491,1.2,99.0,2020.10.23,84.0,8.4,0,0.0,0.0,79.0,7.0,7.0,1.0,4.0,7.0,10.0,11.0,7.0,12.0,11.0,14.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.88,164
55,C_,165,upper & bottom,82.491,1.2,99.0,2020.10.26,81.0,8.1,0,0.0,0.0,78.0,7.0,7.0,1.0,4.0,5.0,9.0,6.0,8.0,12.0,14.0,15.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.87,165
56,C_,166,upper,82.491,1.2,99.0,2020.10.26,72.0,7.2,0,0.0,0.0,47.0,7.0,7.0,1.0,2.0,2.0,3.0,9.0,8.0,12.0,13.0,15.0,6.0,2.0,0,0,0,0,0,0,0,0,72.0,0.55,166
57,C_,167,upper & bottom,82.491,1.2,99.0,2020.10.26,108.0,10.8,0,0.0,0.0,91.0,7.0,7.0,1.0,13.0,15.0,14.0,13.0,12.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,108.0,1.03,167
58,C_,168,upper,82.491,1.2,99.0,2020.10.26,69.0,6.9,0,0.0,0.0,34.0,4.0,4.0,1.0,6.0,6.0,5.0,3.0,10.0,12.0,9.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.41,168
59,C_,169,upper & bottom,82.491,1.2,99.0,2020.10.27,79.0,7.9,0,0.0,0.0,95.0,7.0,7.0,1.0,2.0,8.0,8.0,9.0,11.0,11.0,13.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,1.04,169
60,C_,170,upper & bottom,82.491,1.2,99.0,2020.10.27,80.0,8.0,0,0.0,0.0,43.0,7.0,7.0,1.0,6.0,7.0,8.0,9.0,11.0,12.0,10.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0.52,170
61,C_,171,upper,82.491,1.2,99.0,2020.10.27,63.0,6.3,0,0.0,0.0,30.0,5.0,5.0,1.0,3.0,3.0,6.0,3.0,10.0,12.0,9.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,63.0,0.37,171
62,C_,172,upper & bottom,82.491,1.2,99.0,2020.10.28,85.0,8.5,0,0.0,0.0,70.0,8.0,8.0,1.0,7.0,5.0,11.0,12.0,12.0,11.0,10.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,85.0,0.79,172
63,C_,173,upper,82.491,1.2,99.0,2020.10.28,65.0,6.5,0,0.0,0.0,50.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,12.0,14.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.57,173
64,C_,174,upper & bottom,82.491,1.2,99.0,2020.10.28,107.0,10.7,0,0.0,0.0,75.0,7.0,7.0,1.0,13.0,16.0,15.0,10.0,12.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,107.0,0.87,174
65,C_,175,upper,82.491,1.2,99.0,2020.10.28,76.0,7.6,0,0.0,0.0,57.0,6.0,6.0,1.0,6.0,7.0,5.0,6.0,11.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.65,175
66,C_,176,upper,82.491,1.2,99.0,2020.10.29,69.0,6.9,0,0.0,0.0,77.0,5.0,5.0,1.0,4.0,3.0,6.0,5.0,10.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.85,176
67,C_,177,upper & bottom,82.491,1.2,99.0,2020.10.29,89.0,8.9,0,0.0,0.0,99.0,8.0,8.0,1.0,4.0,10.0,10.0,8.0,14.0,14.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,89.0,1.09,177
68,C_,178,upper & bottom,82.491,1.2,99.0,2020.10.29,103.0,10.3,0,0.0,0.0,37.0,7.0,7.0,1.0,11.0,14.0,14.0,12.0,12.0,12.0,10.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,103.0,0.48,178
69,C_,179,upper,82.491,1.2,99.0,2020.10.29,60.0,6.0,0,0.0,0.0,30.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,9.0,11.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,60.0,0.36,179
70,C_,180,upper & bottom,82.491,1.2,99.0,2020.10.30,91.0,9.1,0,0.0,0.0,105.0,8.0,8.0,1.0,5.0,9.0,12.0,10.0,14.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,91.0,1.15,180
71,C_,181,upper,82.491,1.2,99.0,2020.10.30,43.0,4.3,0,0.0,0.0,48.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,43.0,0.53,181
72,C_,182,upper,82.491,1.2,99.0,2020.10.30,76.0,7.6,0,0.0,0.0,29.0,5.0,5.0,1.0,6.0,7.0,6.0,6.0,10.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.37,182
73,C_,183,upper,82.491,1.2,99.0,2020.11.2,89.0,8.9,0,0.0,0.0,53.0,7.0,7.0,1.0,8.0,8.0,8.0,12.0,12.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,89.0,0.63,183
74,C_,184,upper & bottom,82.491,1.2,99.0,2020.11.2,91.0,9.1,0,0.0,0.0,89.0,8.0,8.0,1.0,6.0,9.0,12.0,10.0,13.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,91.0,0.99,184
75,C_,185,upper & bottom,82.491,1.2,99.0,2020.11.3,96.0,9.6,0,0.0,0.0,99.0,8.0,9.0,1.0,8.0,11.0,13.0,12.0,11.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,96.0,1.1,185
76,C_,186,upper & bottom,82.491,1.2,99.0,2020.11.3,106.0,10.6,0,0.0,0.0,122.0,8.0,8.0,1.0,9.0,12.0,14.0,14.0,14.0,14.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,106.0,1.34,186
77,C_,187,upper,82.491,1.2,99.0,2020.11.3,40.0,4.0,0,0.0,0.0,36.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,40.0,0.4,187
78,C_,188,upper,82.491,1.2,99.0,2020.11.4,101.0,10.1,0,0.0,0.0,107.0,8.0,9.0,1.0,6.0,11.0,14.0,12.0,11.0,15.0,12.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,101.0,1.18,188
79,C_,189,upper & bottom,82.491,1.2,99.0,2020.11.4,105.0,10.5,0,0.0,0.0,116.0,8.0,8.0,1.0,9.0,13.0,13.0,12.0,12.0,13.0,13.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,105.0,1.28,189
80,C_,190,upper,82.491,1.2,99.0,2020.11.5,81.0,8.1,0,0.0,0.0,100.0,5.0,5.0,1.0,6.0,6.0,6.0,6.0,8.0,17.0,13.0,11.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,1.09,190
81,C_,191,upper & bottom,82.491,1.2,99.0,2020.11.5,69.0,6.9,0,0.0,0.0,111.0,7.0,7.0,1.0,4.0,8.0,9.0,7.0,6.0,9.0,11.0,8.0,5.0,2.0,0,0,0,0,0,0,0,0,69.0,1.19,191
82,C_,192,upper,82.491,1.2,99.0,2020.11.6,79.0,7.9,0,0.0,0.0,103.0,5.0,5.0,1.0,6.0,6.0,6.0,4.0,10.0,16.0,11.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,1.12,192
83,C_,193,upper & bottom,82.491,1.2,99.0,2020.11.6,76.0,7.6,0,0.0,0.0,100.0,7.0,7.0,1.0,0.0,7.0,11.0,6.0,8.0,13.0,12.0,11.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,1.09,193
84,C_,194,upper,82.491,1.2,99.0,2020.11.9,77.0,7.7,0,0.0,0.0,105.0,5.0,5.0,1.0,6.0,6.0,6.0,6.0,9.0,13.0,11.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,1.14,194
85,C_,195,upper & bottom,82.491,1.2,99.0,2020.11.9,85.0,8.5,0,0.0,0.0,97.0,6.0,6.0,1.0,3.0,7.0,14.0,9.0,8.0,14.0,11.0,11.0,6.0,2.0,0,0,0,0,0,0,0,0,85.0,1.07,195
86,C_,196,upper,82.491,1.2,99.0,2020.11.9,80.0,8.0,0,0.0,0.0,80.0,6.0,6.0,1.0,6.0,6.0,6.0,8.0,12.0,14.0,11.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0.89,196
87,C_,197,upper & bottom,82.491,1.2,99.0,2020.11.9,69.0,6.9,0,0.0,0.0,73.0,7.0,7.0,1.0,2.0,6.0,8.0,5.0,10.0,10.0,12.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.81,197
88,C_,198,upper,82.491,1.2,99.0,2020.11.12,65.0,6.5,0,0.0,0.0,77.0,5.0,5.0,1.0,4.0,2.0,5.0,4.0,7.0,13.0,12.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.84,198
89,C_,199,upper & bottom,82.491,1.2,99.0,2020.11.12,108.0,10.8,0,0.0,0.0,135.0,9.0,9.0,1.0,8.0,12.0,14.0,14.0,14.0,13.0,13.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,108.0,1.47,199
90,C_,200,upper,82.491,1.2,99.0,2020.11.12,45.0,4.5,0,0.0,0.0,71.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,11.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,45.0,0.76,200
91,C_,201,upper & bottom,82.491,1.2,99.0,2020.11.13,97.0,9.7,0,0.0,0.0,60.0,7.0,7.0,1.0,6.0,14.0,14.0,12.0,11.0,13.0,10.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,97.0,0.7,201
92,C_,202,upper,82.491,1.2,99.0,2020.11.13,41.0,4.1,10.0,1.0,0.0,41.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,8.0,12.0,10.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.46,202
93,C_,203,upper & bottom,82.491,1.2,99.0,2020.11.13,86.0,8.6,0,0.0,0.0,97.0,7.0,8.0,1.0,6.0,7.0,9.0,11.0,10.0,11.0,12.0,12.0,6.0,2.0,0,0,0,0,0,0,0,0,86.0,1.07,203
94,C_,204,upper & bottom,82.491,1.2,99.0,2020.11.16,59.0,5.9,0.0,0.0,0.0,45.0,7.0,7.0,1.0,2.0,6.0,6.0,5.0,8.0,3.0,12.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,59.0,0.51,204
95,C_,205,upper,82.491,1.2,99.0,2020.11.16,26.0,2.6,44.0,4.4,0.0,71.0,5.0,5.0,1.0,6.0,6.0,6.0,5.0,11.0,11.0,10.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.74,205
96,C_,206,upper & bottom,82.491,1.2,99.0,2020.11.16,0.0,0.0,96.0,9.6,0.0,75.0,7.0,7.0,1.0,9.0,13.0,13.0,12.0,12.0,11.0,9.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,96.0,0.76,206
97,C_,207,upper,82.491,1.2,99.0,2020.11.16,0.0,0.0,69.0,6.9,0.0,40.0,5.0,5.0,1.0,4.0,3.0,6.0,6.0,9.0,12.0,11.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.4,207
98,C_,208,upper & bottom,82.491,1.2,99.0,2020.11.17,0.0,0.0,70.0,7.0,0.0,70.0,7.0,8.0,1.0,3.0,4.0,8.0,8.0,11.0,10.0,9.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.71,208
99,C_,210,upper & bottom,82.491,1.2,99.0,2020.11.17,0.0,0.0,77.0,7.7,0.0,79.0,6.0,6.0,1.0,10.0,12.0,13.0,12.0,11.0,4.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.8,210
100,C_,218,upper & bottom,82.491,1.2,99.0,2020.11.19,0.0,0.0,16.0,1.6,0.0,7.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,16.0,0.07,218
101,C_,219,upper,82.491,1.2,99.0,2020.11.20,0,0.0,17.0,1.7,0.0,39.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17.0,0.39,219
102,C_,220,upper & bottom,82.491,1.2,99.0,2020.11.20,0,0.0,20.0,2.0,0.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,20.0,0.1,220
103,C_,221,upper,82.491,1.2,99.0,2020.11.20,0,0.0,14.0,1.4,0.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.05,221
