,"tunnel support
 pattern","face
No.","upper 
/
bottom","area
[m2]","progression
[m]","excavation 
volume
[m3]",date,"wg3,piece","wg3,kg","wg25,piece","wg25,kg","wg,kg","anfo,kg","f06,piece","fconnect,piece","eldet,piece",pyro1,pyro2,pyro3,pyro4,pyro5,pyro6,pyro7,pyro8,pyro9,pyro10,pyro12,pyro14,pyro16,pyro17,pyro18,pyro19,pyro20,pyro21,total,kg/m3,faceN
665,D_,812,upper & bottom,98.744,1.0,98.7,2021.9.10,0,0,391.0,39.1,0,52,8,8,1,8.0,11.0,8.0,14.0,8.0,9.0,2.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.53,812
666,D_,813,upper,98.744,1.0,98.7,2021.9.13,0,0,260.0,26.0,0,54,6,6,1,6.0,6.0,6.0,14.0,10.0,9.0,0.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,64.0,0.55,813
667,D_,814,upper & bottom,98.744,1.0,98.7,2021.9.13,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,814
668,D_,815,upper,98.744,1.0,98.7,2021.9.13,0,0,496.0,49.6,0,62,8,8,1,10.0,11.0,12.0,11.0,10.0,10.0,4.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.63,815
669,D_,816,upper & bottom,98.744,1.0,98.7,2021.9.13,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,816
670,D_,817,upper,98.744,1.0,98.7,2021.9.14,0,0,383.0,38.3,0,35,8,8,1,10.0,12.0,12.0,12.0,10.0,9.0,4.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,78.0,0.35,817
671,D_,818,upper & bottom,98.744,1.0,98.7,2021.9.14,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,818
672,D_,819,upper,98.744,1.0,98.7,2021.9.14,0,0,310.0,31.0,0,25,8,8,1,6.0,8.0,12.0,15.0,9.0,11.0,0.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.25,819
673,D_,820,upper & bottom,98.744,1.0,98.7,2021.9.14,0,0,134.0,13.4,0,30,5,5,1,3.0,3.0,3.0,4.0,6.0,8.0,5.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,41.0,0.3,820
674,D_,821,upper,98.744,1.0,98.7,2021.9.15,0,0,299.0,29.9,0,27,8,8,1,9.0,12.0,10.0,12.0,10.0,10.0,4.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,78.0,0.27,821
675,D_,822,upper & bottom,98.744,1.0,98.7,2021.9.15,0,0,127.0,12.7,0,8,5,5,1,0.0,0.0,0.0,7.0,6.0,8.0,2.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,37.0,0.08,822
676,D_,823,upper,98.744,1.0,98.7,2021.9.15,0,0,290.0,29.0,0,25,8,8,1,10.0,12.0,10.0,13.0,8.0,10.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,78.0,0.25,823
677,D_,824,upper & bottom,98.744,1.0,98.7,2021.9.15,0,0,106.0,10.6,0,27,5,4,1,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,35.0,0.27,824
678,D_,825,upper,98.744,1.0,98.7,2021.9.16,0,0,277.0,27.7,0,33,7,8,1,10.0,12.0,12.0,16.0,8.0,6.0,4.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.33,825
679,D_,826,upper & bottom,98.744,1.0,98.7,2021.9.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,826
680,D_,827,upper,98.744,1.0,98.7,2021.9.16,0,0,325.0,32.5,0,50,8,8,1,8.0,11.0,12.0,12.0,8.0,7.0,1.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,75.0,0.51,827
681,D_,828,upper & bottom,98.744,1.0,98.7,2021.9.16,0,0,175.0,17.5,0,0,4,4,1,4.0,5.0,4.0,5.0,5.0,8.0,0.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,40.0,0,828
682,D_,829,upper,98.744,1.0,98.7,2021.9.17,0,0,311.0,31.1,0,22,7,7,1,9.0,11.0,9.0,11.0,9.0,6.0,4.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,68.0,0.22,829
683,D_,830,upper & bottom,98.744,1.0,98.7,2021.9.17,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,830
684,D_,831,upper,98.744,1.0,98.7,2021.9.17,0,0,300.0,30.0,0,28,7,7,1,10.0,12.0,12.0,12.0,8.0,8.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.28,831
685,D_,832,upper & bottom,98.744,1.0,98.7,2021.9.20,0,0,164.0,16.4,0,46,7,7,1,6.0,8.0,9.0,13.0,7.0,6.0,3.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,67.0,0.47,832
686,D_,833,upper,98.744,1.0,98.7,2021.9.20,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,833
687,D_,834,upper & bottom,98.744,1.0,98.7,2021.9.20,0,0,322.0,32.2,0,54,8,8,1,9.0,11.0,11.0,12.0,7.0,12.0,1.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.55,834
688,D_,835,upper,98.744,1.0,98.7,2021.9.20,0,0,100.0,10.0,0,50,5,5,1,6.0,6.0,6.0,6.0,3.0,9.0,3.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,52.0,0.51,835
689,D_,836,upper & bottom,98.744,1.0,98.7,2021.9.21,0,0,272.0,27.2,0,45,8,8,1,10.0,12.0,10.0,14.0,8.0,11.0,4.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.46,836
690,D_,837,upper,98.744,1.0,98.7,2021.9.21,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,837
691,D_,838,upper & bottom,98.744,1.0,98.7,2021.9.21,0,0,251.0,25.1,0,40,7,7,1,4.0,8.0,9.0,10.0,5.0,8.0,4.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.41,838
692,D_,839,upper,98.744,1.0,98.7,2021.9.21,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,839
693,D_,840,upper & bottom,98.744,1.0,98.7,2021.9.22,0,0,204.0,20.4,0,44,8,8,1,10.0,12.0,11.0,12.0,7.0,9.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.45,840
694,D_,841,upper,98.744,1.0,98.7,2021.9.22,0,0,137.0,13.7,0,26,5,5,1,6.0,6.0,4.0,7.0,4.0,8.0,5.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.26,841
695,D_,842,upper & bottom,98.744,1.0,98.7,2021.9.22,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,842
696,D_,843,upper,98.744,1.0,98.7,2021.9.22,0,0,140.0,14.0,0,45,5,5,1,6.0,6.0,6.0,7.0,5.0,11.0,2.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,59.0,0.46,843
697,D_,844,upper & bottom,98.744,1.0,98.7,2021.9.23,0,0,217.0,21.7,0,58,8,8,1,10.0,12.0,11.0,13.0,10.0,7.0,3.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,75.0,0.59,844
698,D_,845,upper,98.744,1.0,98.7,2021.9.23,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,845
699,D_,846,upper & bottom,98.744,1.0,98.7,2021.9.23,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,846
700,D_,847,upper,98.744,1.0,98.7,2021.9.24,0,0,75.0,7.5,0,43,5,5,1,6.0,6.0,5.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,52.0,0.44,847
701,D_,848,upper & bottom,98.744,1.0,98.7,2021.9.27,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,848
702,D_,849,upper,98.744,1.0,98.7,2021.9.27,0,0,190.0,19.0,0,29,7,7,2,6.0,6.0,6.0,6.0,9.0,9.0,2.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,62.0,0.29,849
703,D_,850,upper & bottom,98.744,1.0,98.7,2021.9.27,0,0,245.0,24.5,0,40,8,8,1,10.0,11.0,9.0,10.0,8.0,10.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.41,850
704,D_,851,upper,98.744,1.0,98.7,2021.9.27,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,851
705,D_,852,upper & bottom,98.744,1.0,98.7,2021.9.28,0,0,290.0,29.0,0,55,8,8,1,8.0,10.0,11.0,12.0,6.0,9.0,3.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.56,852
706,D_,853,upper,98.744,1.0,98.7,2021.9.28,0,0,51.0,5.1,0,23,5,5,1,0.0,0.0,0.0,0.0,6.0,5.0,3.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,28.0,0.23,853
707,D_,854,upper & bottom,98.744,1.0,98.7,2021.9.28,0,0,206.0,20.6,0,29,8,8,1,10.0,10.0,11.0,12.0,9.0,8.0,4.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.29,854
708,D_,855,upper,98.744,1.0,98.7,2021.9.28,0,0,45.0,4.5,0,34,5,5,1,4.0,4.0,3.0,8.0,9.0,6.0,2.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,45.0,0.34,855
709,D_,856,upper & bottom,98.744,1.0,98.7,2021.9.29,0,0,214.0,21.4,0,59,8,8,1,4.0,5.0,4.0,13.0,8.0,11.0,2.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,64.0,0.6,856
710,D_,857,upper,98.744,1.0,98.7,2021.9.29,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,857
711,D_,858,upper & bottom,98.744,1.0,98.7,2021.9.29,0,0,247.0,24.7,0,29,8,8,1,10.0,11.0,11.0,12.0,9.0,9.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.29,858
712,D_,859,upper,98.744,1.0,98.7,2021.9.29,0,0,53.0,5.3,0,35,5,5,1,6.0,4.0,8.0,5.0,5.0,6.0,4.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,50.0,0.35,859
713,D_,860,upper & bottom,98.744,1.0,98.7,2021.10.1,0,0,295.0,29.5,0,66,8,8,1,9.0,11.0,12.0,12.0,10.0,9.0,3.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.67,860
714,D_,861,upper,98.744,1.0,98.7,2021.10.1,0,0,33.0,3.3,0,0,2,2,1,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,6.0,0,861
715,D_,862,upper & bottom,98.744,1.0,98.7,2021.10.1,0,0,251.0,25.1,0,47,8,8,1,10.0,11.0,11.0,13.0,12.0,10.0,5.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,0.48,862
716,D_,863,upper,98.744,1.0,98.7,2021.10.1,0,0,59.0,5.9,0,42,5,5,1,6.0,3.0,3.0,9.0,9.0,7.0,5.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,56.0,0.43,863
717,D_,864,upper & bottom,98.744,1.0,98.7,2021.10.2,0,0,198.0,19.8,0,49,8,8,1,10.0,11.0,11.0,13.0,11.0,6.0,3.0,8.0,5.0,2.0,0,0,0,0,0,0,0,0,80.0,0.5,864
718,D_,865,upper,98.744,1.0,98.7,2021.10.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,865
719,D_,866,upper & bottom,98.744,1.0,98.7,2021.10.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,866
720,D_,867,upper,98.744,1.0,98.7,2021.10.8,0,0,219.0,21.9,0,45,7,7,1,10.0,11.0,10.0,12.0,11.0,10.0,3.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,0.46,867
721,D_,868,upper & bottom,98.744,1.0,98.7,2021.10.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,868
722,D_,869,upper,98.744,1.0,98.7,2021.10.11,0,0,272.0,27.2,0,82,8,8,1,8.0,10.0,11.0,10.0,7.0,12.0,4.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.83,869
723,D_,870,upper & bottom,98.744,1.0,98.7,2021.10.11,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,870
724,D_,871,upper,98.744,1.0,98.7,2021.10.11,0,0,232.0,23.2,0,30,8,8,1,9.0,11.0,9.0,14.0,7.0,11.0,6.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.3,871
725,D_,872,upper & bottom,98.744,1.0,98.7,2021.10.11,0,0,56.0,5.6,0,55,5,5,1,2.0,2.0,2.0,7.0,8.0,8.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,54.0,0.56,872
726,D_,873,upper,98.744,1.0,98.7,2021.10.12,0,0,111.0,11.1,0,30,5,5,1,6.0,5.0,4.0,6.0,7.0,12.0,3.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.3,873
727,D_,874,upper & bottom,98.744,1.0,98.7,2021.10.12,0,0,154.0,15.4,0,40,5,5,1,1.0,4.0,6.0,6.0,2.0,4.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,36.0,0.41,874
728,D_,875,upper,98.744,1.0,98.7,2021.10.12,0,0,223.0,22.3,0,39,8,8,1,10.0,12.0,9.0,12.0,8.0,10.0,6.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,78.0,0.39,875
729,D_,876,upper & bottom,98.744,1.0,98.7,2021.10.13,0,0,145.0,14.5,0,41,5,5,1,6.0,6.0,6.0,7.0,8.0,8.0,2.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,60.0,0.42,876
730,D_,877,upper,98.744,1.0,98.7,2021.10.13,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,877
731,D_,878,upper & bottom,98.744,1.0,98.7,2021.10.13,0,0,252.0,25.2,0,54,8,8,1,10.0,10.0,10.0,11.0,10.0,9.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.55,878
732,D_,879,upper,98.744,1.0,98.7,2021.10.13,0,0,55.0,5.5,0,18,5,5,1,6.0,6.0,4.0,5.0,10.0,5.0,5.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.18,879
733,D_,880,upper & bottom,98.744,1.0,98.7,2021.10.14,0,0,266.0,26.6,0,68,8,8,1,6.0,9.0,12.0,12.0,6.0,6.0,1.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.69,880
734,D_,881,upper,98.744,1.0,98.7,2021.10.14,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,881
735,D_,882,upper & bottom,98.744,1.0,98.7,2021.10.14,0,0,218.0,21.8,0,50,8,8,1,10.0,11.0,11.0,12.0,9.0,9.0,3.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.51,882
736,D_,883,upper,98.744,1.0,98.7,2021.10.14,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,883
737,D_,884,upper & bottom,98.744,1.0,98.7,2021.10.15,0,0,251.0,25.1,0,70,6,6,1,4.0,5.0,10.0,12.0,5.0,6.0,1.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,58.0,0.71,884
738,D_,885,upper,98.744,1.0,98.7,2021.10.15,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,885
739,D_,886,upper & bottom,98.744,1.0,98.7,2021.10.15,0,0,203.0,20.3,0,43,8,8,1,10.0,12.0,10.0,12.0,10.0,7.0,3.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.44,886
740,D_,887,upper,98.744,1.0,98.7,2021.10.15,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,887
741,D_,888,upper & bottom,98.744,1.0,98.7,2021.10.18,0,0,213.0,21.3,0,43,8,8,1,10.0,12.0,12.0,13.0,10.0,10.0,1.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.44,888
742,D_,889,upper,98.744,1.0,98.7,2021.10.18,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,889
743,D_,890,upper & bottom,98.744,1.0,98.7,2021.10.18,0,0,316.0,31.6,0,54,8,8,1,6.0,9.0,12.0,12.0,10.0,6.0,2.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,72.0,0.55,890
744,D_,891,upper,98.744,1.0,98.7,2021.10.18,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,891
745,D_,892,upper & bottom,98.744,1.0,98.7,2021.10.18,0,0,110.0,11.0,0,70,5,5,1,6.0,6.0,6.0,7.0,6.0,10.0,1.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,57.0,0.71,892
746,D_,893,upper,98.744,1.0,98.7,2021.10.19,0,0,220.0,22.0,0,38,8,8,1,10.0,11.0,12.0,14.0,11.0,8.0,4.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0.38,893
747,D_,894,upper & bottom,98.744,1.0,98.7,2021.10.19,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,894
748,D_,895,upper,98.744,1.0,98.7,2021.10.19,0,0,244.0,24.4,0,75,8,8,1,6.0,6.0,12.0,14.0,6.0,4.0,3.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.76,895
749,D_,896,upper & bottom,98.744,1.0,98.7,2021.10.19,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,896
750,D_,897,upper,98.744,1.0,98.7,2021.10.20,0,0,249.0,24.9,0,32,8,8,1,10.0,11.0,11.0,16.0,7.0,5.0,1.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.32,897
751,D_,898,upper & bottom,98.744,1.0,98.7,2021.10.20,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,898
752,D_,899,upper,98.744,1.0,98.7,2021.10.20,0,0,296.0,29.6,0,70,8,8,1,6.0,7.0,10.0,12.0,4.0,8.0,2.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.71,899
753,D_,900,upper & bottom,98.744,1.0,98.7,2021.10.20,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,900
754,D_,901,upper,98.744,1.0,98.7,2021.10.21,0,0,216.0,21.6,0,33,8,8,1,8.0,10.0,10.0,11.0,9.0,5.0,4.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,66.0,0.33,901
755,D_,902,upper & bottom,98.744,1.0,98.7,2021.10.21,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,902
756,D_,903,upper,98.744,1.0,98.7,2021.10.21,0,0,142.0,14.2,0,72,5,5,1,6.0,6.0,6.0,6.0,2.0,8.0,2.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,51.0,0.73,903
757,D_,904,upper & bottom,98.744,1.0,98.7,2021.10.21,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,904
758,D_,905,upper,98.744,1.0,98.7,2021.10.22,0,0,181.0,18.1,0,50,7,8,1,7.0,9.0,10.0,12.0,10.0,8.0,7.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,72.0,0.51,905
759,D_,906,upper & bottom,98.744,1.0,98.7,2021.10.22,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,906
760,D_,907,upper,98.744,1.0,98.7,2021.10.22,0,0,229.0,22.9,0,75,8,8,1,6.0,7.0,10.0,11.0,7.0,6.0,3.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,66.0,0.76,907
761,D_,908,upper & bottom,98.744,1.0,98.7,2021.10.22,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,908
762,D_,909,upper,98.744,1.0,98.7,2021.10.25,0,0,314.0,31.4,0,75,8,8,1,6.0,8.0,11.0,9.0,7.0,8.0,2.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,67.0,0.76,909
763,D_,910,upper & bottom,98.744,1.0,98.7,2021.10.25,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,910
764,D_,911,upper,98.744,1.0,98.7,2021.10.25,0,0,215.0,21.5,0,19,8,8,1,10.0,11.0,10.0,12.0,11.0,9.0,3.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,75.0,0.19,911
765,D_,912,upper & bottom,98.744,1.0,98.7,2021.10.25,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,912
766,D_,913,upper & bottom,98.744,1.0,98.7,2021.10.26,0,0,256.0,25.6,0,54,7,7,1,5.0,6.0,10.0,9.0,5.0,7.0,3.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,60.0,0.55,913
767,D_,914,upper,98.744,1.0,98.7,2021.10.26,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,914
768,D_,915,upper & bottom,98.744,1.0,98.7,2021.10.26,0,0,178.0,17.8,0,38,8,8,1,10.0,11.0,5.0,9.0,11.0,8.0,5.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,68.0,0.38,915
769,D_,916,upper,98.744,1.0,98.7,2021.10.26,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,916
770,D_,917,upper & bottom,98.744,1.0,98.7,2021.10.27,0,0,266.0,26.6,0,37,8,8,1,10.0,11.0,12.0,11.0,11.0,6.0,2.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.37,917
771,D_,918,upper,98.744,1.0,98.7,2021.10.27,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,918
772,D_,919,upper & bottom,98.744,1.0,98.7,2021.10.27,0,0,170.0,17.0,0,52,8,8,1,6.0,5.0,5.0,9.0,5.0,8.0,3.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,57.0,0.53,919
773,D_,920,upper,98.744,1.0,98.7,2021.10.27,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,920
774,D_,921,upper & bottom,98.744,1.0,98.7,2021.10.28,0,0,137.0,13.7,0,53,5,5,1,6.0,6.0,5.0,4.0,6.0,7.0,0.0,7.0,5.0,2.0,0,0,0,0,0,0,0,0,48.0,0.54,921
775,D_,922,upper,98.744,1.0,98.7,2021.10.28,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,922
776,D_,923,upper & bottom,98.744,1.0,98.7,2021.10.28,0,0,237.0,23.7,0,36,8,8,1,10.0,12.0,10.0,12.0,12.0,4.0,3.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,72.0,0.36,923
777,D_,924,upper,98.744,1.0,98.7,2021.10.28,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,924
778,D_,925,upper & bottom,98.744,1.0,98.7,2021.10.29,0,0,216.0,21.6,0,71,5,6,2,4.0,6.0,7.0,9.0,6.0,6.0,2.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,54.0,0.72,925
779,D_,926,upper,98.744,1.0,98.7,2021.10.29,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,926
780,D_,927,upper & bottom,98.744,1.0,98.7,2021.10.29,0,0,225.0,22.5,0,30,8,8,1,10.0,11.0,11.0,11.0,10.0,9.0,2.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.3,927
